airline_sentiment,airline,retweet_count,text,tweet_created,lemma
0,1,0,@united #flightdelay on an early craft arrival because pilot is stuck in traffic #fail #nocustomerservice #nocompensation,2015-02-20 03:36:42 -0800,"['flightdelay', 'on', 'an', 'early', 'craft', 'arrival', 'because', 'pilot', 'be', 'stick', 'in', 'traffic', 'fail', 'nocustomerservice', 'nocompensation']"
0,4,0,@USAirways how about an update with real information?still waiting on Tarmac in Philadelphia.,2015-02-21 18:25:35 -0800,"['how', 'about', 'an', 'update', 'with', 'real', 'information?still', 'wait', 'on', 'Tarmac', 'in', 'Philadelphia']"
0,5,0,@AmericanAir no one met flight 1081 to LAX to tell passengers where to go or what flights they were rebooked on #badmgmt #AmericanAirlines,2015-02-22 15:37:25 -0800,"['no', 'one', 'meet', 'flight', '1081', 'to', 'LAX', 'to', 'tell', 'passenger', 'where', 'to', 'go', 'or', 'what', 'flight', '-PRON-', 'be', 'rebooke', 'on', 'badmgmt', 'AmericanAirlines']"
0,5,0,@AmericanAir I was just called abt my flight Cancelled Flightlation- a flight that was Cancelled Flightled at 10:30a Sunday. Two 4:00a calls are not okay.,2015-02-23 02:03:37 -0800,"['-PRON-', 'be', 'just', 'call', 'abt', '-PRON-', 'flight', 'cancel', 'Flightlation-', 'a', 'flight', 'that', 'be', 'cancel', 'Flightled', 'at', '10:30a', 'Sunday', 'two', '4:00a', 'call', 'be', 'not', 'okay']"
0,0,0,@VirginAmerica  for all my flight stuff wrong and did nothing about it. Had #worst #flight ever,2015-02-21 17:40:07 -0800,"['for', 'all', '-PRON-', 'flight', 'stuff', 'wrong', 'and', 'do', 'nothing', 'about', '-PRON-', 'have', 'bad', 'flight', 'ever']"
0,2,0,@SouthwestAir no had to rebook my flight myself and am about to board in bham.,2015-02-17 10:26:42 -0800,"['no', 'have', 'to', 'rebook', '-PRON-', 'flight', '-PRON-', 'and', 'be', 'about', 'to', 'board', 'in', 'bham']"
0,1,0,@united 's new #flierfriendly is garbage. Just had to cry to get attendant to find a place for my medical supplies with limited overhead,2015-02-23 07:15:10 -0800,"[""'s"", 'new', 'flierfriendly', 'be', 'garbage', 'just', 'have', 'to', 'cry', 'to', 'get', 'attendant', 'to', 'find', 'a', 'place', 'for', '-PRON-', 'medical', 'supply', 'with', 'limited', 'overhead']"
0,5,0,@AmericanAir is non existent and I will take this as far as needed.Why hide behind a corporate logo? Provide a number #tcf #useless #amateur,2015-02-24 03:13:55 -0800,"['be', 'non', 'existent', 'and', '-PRON-', 'will', 'take', 'this', 'as', 'far', 'as', 'need', 'why', 'hide', 'behind', 'a', 'corporate', 'logo', 'provide', 'a', 'number', 'tcf', 'useless', 'amateur']"
0,1,0,@united. ..I received on other flights. #united  truly breaks guitars. #unitedbreaksguitars #wantmymoneyback,2015-02-24 09:34:00 -0800,"['-PRON-', 'receive', 'on', 'other', 'flight', 'united', 'truly', 'break', 'guitar', 'unitedbreaksguitar', 'wantmymoneyback']"
0,5,0,@AmericanAir I get &amp; can appreciate that. I've just had so many problems in the last year flying with guys... Pretty aggravating.,2015-02-22 13:41:24 -0800,"['-PRON-', 'get', 'amp', 'can', 'appreciate', 'that', '-PRON-', 'have', 'just', 'have', 'so', 'many', 'problem', 'in', 'the', 'last', 'year', 'fly', 'with', 'guy', 'pretty', 'aggravating']"
0,1,0,@united it's my 21st birthday and my sister is coming to celebrate but her flights keep Cancelled Flighting PLZ do all you can to get her here!!!!,2015-02-21 09:52:17 -0800,"['-PRON-', 'be', '-PRON-', '21st', 'birthday', 'and', '-PRON-', 'sister', 'be', 'come', 'to', 'celebrate', 'but', '-PRON-', 'flight', 'keep', 'cancel', 'Flighting', 'PLZ', 'do', 'all', '-PRON-', 'can', 'to', 'get', '-PRON-', 'here']"
0,5,0,"@AmericanAir our ft 1261 TUS/DFW (w/cx to LGA) tomorrow Cancelled Flighted,  4 hrs so far waiting for call back. What should we do? Need to get to nyc",2015-02-22 20:40:41 -0800,"['-PRON-', 'ft', '1261', 'TUS', 'DFW', 'w', 'cx', 'to', 'LGA', 'tomorrow', 'cancel', 'Flighted', '4', 'hrs', 'so', 'far', 'wait', 'for', 'call', 'back', 'what', 'should', '-PRON-', 'do', 'need', 'to', 'get', 'to', 'nyc']"
0,1,0,"@united Heads up We didn't check 8 bags, 2 we checked arrived, those aren't claim #s for our 2. Other people's bags? http://t.co/dplQ3mhQGD",2015-02-23 12:25:01 -0800,"['head', 'up', '-PRON-', 'do', 'not', 'check', '8', 'bag', '2', '-PRON-', 'check', 'arrive', 'those', 'be', 'not', 'claim', 's', 'for', '-PRON-', '2', 'other', 'people', ""'s"", 'bag']"
0,2,0,@SouthwestAir i have asked Lindsey to call me instead of DM like a schoolgirl but so far no call   Getting tired of typing little notes,2015-02-24 04:55:17 -0800,"['i', 'have', 'ask', 'Lindsey', 'to', 'call', '-PRON-', 'instead', 'of', 'dm', 'like', 'a', 'schoolgirl', 'but', 'so', 'far', 'no', 'call', 'get', 'tired', 'of', 'type', 'little', 'note']"
0,1,0,@united pls properly train your agents. Requested to speak to 1k customer service &amp; was transferred to a dead end. Not even open at this hr,2015-02-24 02:08:08 -0800,"['pls', 'properly', 'train', '-PRON-', 'agent', 'request', 'to', 'speak', 'to', '1k', 'customer', 'service', 'amp', 'be', 'transfer', 'to', 'a', 'dead', 'end', 'not', 'even', 'open', 'at', 'this', 'hr']"
0,5,0,@AmericanAir worst company ever please do not fly with them I repeat please do not fly !! They will not credit you if you're delayed,2015-02-24 10:04:57 -0800,"['bad', 'company', 'ever', 'please', 'do', 'not', 'fly', 'with', '-PRON-', '-PRON-', 'repeat', 'please', 'do', 'not', 'fly', '-PRON-', 'will', 'not', 'credit', '-PRON-', 'if', '-PRON-', 'be', 'delay']"
0,3,0,"@JetBlue flt 136 from PHX. Delayed 2 hrs, circle 1 hr, divert to upstate NY, just sitting for 1 hr No communication #horrible",2015-02-22 06:54:58 -0800,"['flt', '136', 'from', 'PHX', 'delay', '2', 'hrs', 'circle', '1', 'hr', 'divert', 'to', 'upstate', 'NY', 'just', 'sit', 'for', '1', 'hr', 'no', 'communication', 'horrible']"
0,4,0,@USAirways Thks 4 tip. Seems like a workaround rather than a customer-friendly solution. They should have an easily accessible email.,2015-02-17 11:24:48 -0800,"['thks', '4', 'tip', 'seem', 'like', 'a', 'workaround', 'rather', 'than', 'a', 'customer', 'friendly', 'solution', '-PRON-', 'should', 'have', 'an', 'easily', 'accessible', 'email']"
0,5,0,"@AmericanAir I understand the weather issues. I don't understand how I was not notified of the Cancelled Flightlation, and had to realize it so Late Flight.",2015-02-22 21:57:03 -0800,"['-PRON-', 'understand', 'the', 'weather', 'issue', '-PRON-', 'do', 'not', 'understand', 'how', '-PRON-', 'be', 'not', 'notify', 'of', 'the', 'Cancelled', 'Flightlation', 'and', 'have', 'to', 'realize', '-PRON-', 'so', 'Late', 'Flight']"
0,1,1,"@united ""most likely"" makes it sound like you have no idea, which is not how I want my flights to be. Please use facts thanks.",2015-02-20 19:56:15 -0800,"['most', 'likely', 'make', '-PRON-', 'sound', 'like', '-PRON-', 'have', 'no', 'idea', 'which', 'be', 'not', 'how', '-PRON-', 'want', '-PRON-', 'flight', 'to', 'be', 'please', 'use', 'fact', 'thank']"
0,4,0,@USAirways just an FYI I'll be writing registered letters 2 your ceo and those down the line 4 the shameful treatment and reactions we got.,2015-02-23 12:44:03 -0800,"['just', 'an', 'FYI', '-PRON-', 'will', 'be', 'write', 'register', 'letter', '2', '-PRON-', 'ceo', 'and', 'those', 'down', 'the', 'line', '4', 'the', 'shameful', 'treatment', 'and', 'reaction', '-PRON-', 'get']"
0,4,0,@usairways  this is ridiculous at CLT  and we missed our connecting flight because of a chuckhole  on runway??  #shameful (1/1),2015-02-21 09:39:58 -0800,"['this', 'be', 'ridiculous', 'at', 'CLT', 'and', '-PRON-', 'miss', '-PRON-', 'connect', 'flight', 'because', 'of', 'a', 'chuckhole', 'on', 'runway', 'shameful', '1/1']"
0,2,0,@SouthwestAir good thing we noticed because she had re-routed 7 total passengers on an impossible triple connection as well,2015-02-17 11:22:48 -0800,"['good', 'thing', '-PRON-', 'notice', 'because', '-PRON-', 'have', 're', 'routed', '7', 'total', 'passenger', 'on', 'an', 'impossible', 'triple', 'connection', 'as', 'well']"
0,3,0,"@JetBlue I lost a day at the airport and off my trip, I should be compensated for the inconvenience!!!!!",2015-02-20 11:45:05 -0800,"['-PRON-', 'lose', 'a', 'day', 'at', 'the', 'airport', 'and', 'off', '-PRON-', 'trip', '-PRON-', 'should', 'be', 'compensate', 'for', 'the', 'inconvenience']"
0,1,0,"@united so, I made it all the way to the airport, and they say they won’t fix the handle. I showed you this problem, and you said to go…?",2015-02-17 19:00:28 -0800,"['so', '-PRON-', 'make', '-PRON-', 'all', 'the', 'way', 'to', 'the', 'airport', 'and', '-PRON-', 'say', '-PRON-', 'will', 'not', 'fix', 'the', 'handle', '-PRON-', 'show', '-PRON-', 'this', 'problem', 'and', '-PRON-', 'say', 'to', 'go']"
0,4,0,@USAirways   My email gets me a canned response that it takes 10 days for mileage to get credited --- It's been three months and my miles,2015-02-23 20:57:41 -0800,"['-PRON-', 'email', 'get', '-PRON-', 'a', 'canned', 'response', 'that', '-PRON-', 'take', '10', 'day', 'for', 'mileage', 'to', 'get', 'credit', '-PRON-', 'be', 'be', 'three', 'month', 'and', '-PRON-', 'mile']"
0,5,0,"@AmericanAir I've been trying to call to cxl a reservation for tomorrow, due to needing surgery this week - cannot get through?",2015-02-22 15:42:01 -0800,"['-PRON-', 'have', 'be', 'try', 'to', 'call', 'to', 'cxl', 'a', 'reservation', 'for', 'tomorrow', 'due', 'to', 'need', 'surgery', 'this', 'week', 'can', 'not', 'get', 'through']"
0,1,1,"fuck you, @united and your shitty fucking information http://t.co/scQUjbvsTA",2015-02-21 09:05:31 -0800,"['fuck', '-PRON-', 'and', '-PRON-', 'shitty', 'fucking', 'information']"
0,1,0,"@united, Thanks, but I didn't want to see 'we've started your flight search over' OR 'the fare &amp; rules for this itinerary has changed' again",2015-02-18 12:37:31 -0800,"['thanks', 'but', '-PRON-', 'do', 'not', 'want', 'to', 'see', '-PRON-', 'have', 'start', '-PRON-', 'flight', 'search', 'over', 'or', 'the', 'fare', 'amp', 'rule', 'for', 'this', 'itinerary', 'have', 'change', 'again']"
0,3,0,@JetBlue my butt hurts.,2015-02-19 17:52:11 -0800,"['-PRON-', 'butt', 'hurt']"
0,5,0,@AmericanAir your customer service is a disgrace.,2015-02-22 21:16:32 -0800,"['-PRON-', 'customer', 'service', 'be', 'a', 'disgrace']"
0,5,0,"@AmericanAir I'd love to take my seat, but it appears as though someone already has.  #disappointed #upgrademe #wtf http://t.co/9Gx5mMmubb",2015-02-24 08:11:34 -0800,"['-PRON-', ""'d"", 'love', 'to', 'take', '-PRON-', 'seat', 'but', '-PRON-', 'appear', 'as', 'though', 'someone', 'already', 'have', 'disappoint', 'upgrademe', 'wtf']"
0,5,0,@AmericanAir now you change my gate and don't tell me? What the fuck is wrong with you people. Learn to do your fucken job,2015-02-23 05:39:08 -0800,"['now', '-PRON-', 'change', '-PRON-', 'gate', 'and', 'do', 'not', 'tell', '-PRON-', 'what', 'the', 'fuck', 'be', 'wrong', 'with', '-PRON-', 'people', 'learn', 'to', 'do', '-PRON-', 'fucken', 'job']"
0,2,0,@SouthwestAir not sure I can trust a statement with that many small numbers above words. http://t.co/o3sRL1hfho,2015-02-20 14:54:04 -0800,"['not', 'sure', '-PRON-', 'can', 'trust', 'a', 'statement', 'with', 'that', 'many', 'small', 'number', 'above', 'word']"
0,3,0,"@JetBlue no, we are at a hotel.  Also, Jetblue lost my daughters luggage.  How do you lose luggage if the plane never actually left!!!",2015-02-21 15:37:04 -0800,"['no', '-PRON-', 'be', 'at', 'a', 'hotel', 'also', 'Jetblue', 'lose', '-PRON-', 'daughter', 'luggage', 'how', 'do', '-PRON-', 'lose', 'luggage', 'if', 'the', 'plane', 'never', 'actually', 'leave']"
0,1,1,@United You were doing so well until the PHL-SFO flight yesterday. Major miss. Unfriendly Premier cabin crew. Baggage cluster at SFO.,2015-02-22 13:08:27 -0800,"['-PRON-', 'be', 'do', 'so', 'well', 'until', 'the', 'PHL', 'SFO', 'flight', 'yesterday', 'major', 'miss', 'Unfriendly', 'Premier', 'cabin', 'crew', 'baggage', 'cluster', 'at', 'sfo']"
0,1,0,.@united what link? Those are all the email offers u sent me in a year to buy/transfer miles.The last 1 just expired http://t.co/ZZPs5ywVE2,2015-02-17 12:46:41 -0800,"['.@united', 'what', 'link', 'those', 'be', 'all', 'the', 'email', 'offer', 'u', 'send', '-PRON-', 'in', 'a', 'year', 'to', 'buy', 'transfer', 'mile', 'the', 'last', '1', 'just', 'expire']"
0,3,0,@JetBlue do you REALLY think it's okay to sit kids away from parents?! Srsly?! Esp after your landing gear failure?? http://t.co/x6SYW3MDVu,2015-02-22 14:35:42 -0800,"['do', '-PRON-', 'really', 'think', '-PRON-', 'be', 'okay', 'to', 'sit', 'kid', 'away', 'from', 'parent', 'srsly', 'Esp', 'after', '-PRON-', 'landing', 'gear', 'failure']"
0,1,0,@united why would a person take hours and hours of wait time just to tell a lie,2015-02-20 11:15:51 -0800,"['why', 'would', 'a', 'person', 'take', 'hour', 'and', 'hour', 'of', 'wait', 'time', 'just', 'to', 'tell', 'a', 'lie']"
0,2,0,@SouthwestAir you need to get your act together. You new this morning at 830 our plane was malfunctioning. Yet I've been delayed 3 times ..,2015-02-19 09:48:24 -0800,"['-PRON-', 'need', 'to', 'get', '-PRON-', 'act', 'together', '-PRON-', 'new', 'this', 'morning', 'at', '830', '-PRON-', 'plane', 'be', 'malfunction', 'yet', '-PRON-', 'have', 'be', 'delay', '3', 'time']"
0,1,0,@united been on hold for almost two hours trying to talk to someone about a Cancelled Flighted flight tomorrow morning. What do you suggest?,2015-02-21 22:23:16 -0800,"['be', 'on', 'hold', 'for', 'almost', 'two', 'hour', 'try', 'to', 'talk', 'to', 'someone', 'about', 'a', 'cancel', 'Flighted', 'flight', 'tomorrow', 'morning', 'what', 'do', '-PRON-', 'suggest']"
0,0,0,"@VirginAmerica awaiting my return phone call, just would prefer to use your online self-service option :(",2015-02-23 20:55:30 -0800,"['await', '-PRON-', 'return', 'phone', 'call', 'just', 'would', 'prefer', 'to', 'use', '-PRON-', 'online', 'self', 'service', 'option']"
0,1,0,"@united 4994 out of Jackson, Wyoming... Delayed by no pilots.. Full toilets.. Deplaned 2ndary to mechanical fail.. Cancelled Flightled flight pending",2015-02-22 14:15:46 -0800,"['4994', 'out', 'of', 'Jackson', 'Wyoming', 'delay', 'by', 'no', 'pilot', 'full', 'toilet', 'deplane', '2ndary', 'to', 'mechanical', 'fail', 'cancel', 'Flightled', 'flight', 'pending']"
0,4,0,@USAirways DCA to RSW at 8:30am Cancelled Flightled.  Rebook to Charlotte Cancelled Flightled.  Can we rebook selves online???,2015-02-21 06:02:15 -0800,"['DCA', 'to', 'RSW', 'at', '8:30am', 'cancel', 'Flightled', 'rebook', 'to', 'Charlotte', 'cancel', 'Flightled', 'Can', '-PRON-', 'rebook', 'selve', 'online']"
0,4,0,@USAirways great but that still does not help me..,2015-02-18 02:07:00 -0800,"['great', 'but', 'that', 'still', 'do', 'not', 'help', '-PRON-']"
0,1,0,@united screwed over my professor. Maybe we should tell everyone about @Skiplagged ? #aviation #airport #airline #innovation #startups #tech,2015-02-18 18:18:45 -0800,"['screw', 'over', '-PRON-', 'professor', 'maybe', '-PRON-', 'should', 'tell', 'everyone', 'about', 'aviation', 'airport', 'airline', 'innovation', 'startup', 'tech']"
0,1,0,@united this is getting ridiculous. Now we're missing our connection.,2015-02-18 05:59:31 -0800,"['this', 'be', 'get', 'ridiculous', 'now', '-PRON-', 'be', 'miss', '-PRON-', 'connection']"
0,4,0,.@USAirways I rebooked myself - but Cancelled Flighting flight because crew expired after boarding is unacceptable. You started delaying at 1:30pm.,2015-02-20 02:52:21 -0800,"['.@USAirways', '-PRON-', 'rebooke', '-PRON-', 'but', 'cancel', 'Flighting', 'flight', 'because', 'crew', 'expire', 'after', 'boarding', 'be', 'unacceptable', '-PRON-', 'start', 'delay', 'at', '1:30pm']"
0,1,0,@united--excited to barrel through the sky at 600mph on a 75 ton piece of metal operated by a company that can't get their tiny TVs to work!,2015-02-22 13:57:24 -0800,"['to', 'barrel', 'through', 'the', 'sky', 'at', '600', 'mph', 'on', 'a', '75', 'ton', 'piece', 'of', 'metal', 'operate', 'by', 'a', 'company', 'that', 'can', 'not', 'get', '-PRON-', 'tiny', 'tv', 'to', 'work']"
0,1,0,@united we are the airline that has Cancelled Flightled flights TOMORROW to the NYC area,2015-02-21 16:52:52 -0800,"['-PRON-', 'be', 'the', 'airline', 'that', 'have', 'cancel', 'flightle', 'flight', 'tomorrow', 'to', 'the', 'NYC', 'area']"
0,4,0,@USAirways offloading the plane?!?!?! This is ridiculous!!!!,2015-02-19 21:10:53 -0800,"['offload', 'the', 'plane', 'this', 'be', 'ridiculous']"
0,4,0,"@USAirways that's incorrect. Four people, last flight of the night, with our bags. #horriblecustomerservice",2015-02-19 20:53:16 -0800,"['that', 'be', 'incorrect', 'four', 'people', 'last', 'flight', 'of', 'the', 'night', 'with', '-PRON-', 'bag', 'horriblecustomerservice']"
0,1,0,@united took this one just for you. Not a window. Also not fun if you get motion sick. http://t.co/m81rV0blxs,2015-02-18 14:52:01 -0800,"['take', 'this', 'one', 'just', 'for', '-PRON-', 'not', 'a', 'window', 'also', 'not', 'fun', 'if', '-PRON-', 'get', 'motion', 'sick']"
0,5,0,@AmericanAir tomorrows flight Cancelled Flighted. I understand. Three hour wait for a call back and now 60 minutes on hold. Not cool.,2015-02-22 16:50:22 -0800,"['tomorrows', 'flight', 'cancel', 'Flighted', '-PRON-', 'understand', 'three', 'hour', 'wait', 'for', 'a', 'call', 'back', 'and', 'now', '60', 'minute', 'on', 'hold', 'not', 'cool']"
0,4,0,"@USAirways 
Not one to complain much but really 1 hour 15minutes and still nothing. Agents or Agent ⤵ http://t.co/Q5SB0DaVuy",2015-02-18 07:42:57 -0800,"['not', 'one', 'to', 'complain', 'much', 'but', 'really', '1', 'hour', '15minute', 'and', 'still', 'nothing', 'Agents', 'or', 'Agent', '⤵']"
0,2,0,@SouthwestAir thanks! I expected a wait... Just not that long. :),2015-02-17 15:41:13 -0800,"['thanks', '-PRON-', 'expect', 'a', 'wait', 'just', 'not', 'that', 'long']"
0,1,0,@united DM sent.  This lack if customer service is getting ridiculous.,2015-02-20 09:25:31 -0800,"['DM', 'send', 'this', 'lack', 'if', 'customer', 'service', 'be', 'get', 'ridiculous']"
0,3,0,@JetBlue at what point do u Cancelled Flight flights to DCA- other airlines have already Cancelled Flightled,2015-02-21 13:46:49 -0800,"['at', 'what', 'point', 'do', 'u', 'cancel', 'Flight', 'flight', 'to', 'DCA-', 'other', 'airline', 'have', 'already', 'cancel', 'Flightled']"
0,0,0,@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,2015-02-23 13:46:30 -0800,"['heyyyy', 'guyyyys', 'be', 'try', 'to', 'get', 'through', 'for', 'an', 'hour', 'can', 'someone', 'call', '-PRON-', 'please']"
0,1,0,@united Been trying since 1230 to file a report.,2015-02-23 18:33:30 -0800,"['be', 'try', 'since', '1230', 'to', 'file', 'a', 'report']"
0,5,0,@AmericanAir this has to be the absolute WORST EXPERIENCE EVER!,2015-02-24 03:43:26 -0800,"['this', 'have', 'to', 'be', 'the', 'absolute', 'worst', 'experience', 'ever']"
0,5,0,@AmericanAir been on hold for for over two hours. After waiting 2 hours earlier. Can't get any info on my reservation. How is that ok?,2015-02-23 02:26:37 -0800,"['be', 'on', 'hold', 'for', 'for', 'over', 'two', 'hour', 'after', 'wait', '2', 'hour', 'early', 'can', 'not', 'get', 'any', 'info', 'on', '-PRON-', 'reservation', 'how', 'be', 'that', 'ok']"
0,1,0,@united rude rude,2015-02-24 09:37:38 -0800,"['rude', 'rude']"
0,3,0,"Social agencies, this is why we can't have nice things. @JetBlue: Our fleet's on fleek. http://t.co/QRxz0bGbtq",2015-02-23 15:26:11 -0800,"['social', 'agency', 'this', 'be', 'why', '-PRON-', 'can', 'not', 'have', 'nice', 'thing', '-PRON-', 'fleet', 'be', 'on', 'fleek']"
0,3,0,@JetBlue your gif game is strong.,2015-02-22 17:14:01 -0800,"['-PRON-', 'gif', 'game', 'be', 'strong']"
0,4,0,@USAirways this has been the worst trip with little to no customer service,2015-02-19 01:28:35 -0800,"['this', 'have', 'be', 'the', 'bad', 'trip', 'with', 'little', 'to', 'no', 'customer', 'service']"
0,1,1,"Thanks @united, great news that u won't refund tickets due to a bad exchange rate. I knew u would come to your senses @gg8929 @UnitedAppeals",2015-02-20 02:17:18 -0800,"['thank', 'great', 'news', 'that', 'u', 'will', 'not', 'refund', 'ticket', 'due', 'to', 'a', 'bad', 'exchange', 'rate', '-PRON-', 'know', 'u', 'would', 'come', 'to', '-PRON-', 'sense']"
0,5,0,@AmericanAir that's the number I called -it wouldn't let me speak to an agent because of the issues with weather today,2015-02-22 18:02:03 -0800,"['that', 'be', 'the', 'number', '-PRON-', 'call', '-it', 'would', 'not', 'let', '-PRON-', 'speak', 'to', 'an', 'agent', 'because', 'of', 'the', 'issue', 'with', 'weather', 'today']"
0,4,1,@USAirways. Yet another delay/missed connection....and your customer service has an attitude with me? Wow.,2015-02-23 18:09:28 -0800,"['yet', 'another', 'delay', 'miss', 'connection', 'and', '-PRON-', 'customer', 'service', 'have', 'an', 'attitude', 'with', '-PRON-', 'wow']"
0,3,0,@JetBlue figured but delay is listed at almost 2 hrs. Thanks for being great! Cheers,2015-02-17 10:41:38 -0800,"['figure', 'but', 'delay', 'be', 'list', 'at', 'almost', '2', 'hrs', 'thank', 'for', 'be', 'great', 'cheer']"
0,5,0,@AmericanAir I changed my own flight to tonight. Why couldn't AA do that on my behalf instead of a flight tomorrow? Poor effort all around.,2015-02-22 14:51:31 -0800,"['-PRON-', 'change', '-PRON-', 'own', 'flight', 'to', 'tonight', 'why', 'could', 'not', 'AA', 'do', 'that', 'on', '-PRON-', 'behalf', 'instead', 'of', 'a', 'flight', 'tomorrow', 'poor', 'effort', 'all', 'around']"
0,3,0,"@JetBlue they absolutely guaranteed us we would sit with our kids. Your ""terms"" response is insulting.  #jetblue",2015-02-22 14:32:24 -0800,"['-PRON-', 'absolutely', 'guarantee', '-PRON-', '-PRON-', 'would', 'sit', 'with', '-PRON-', 'kid', '-PRON-', 'term', 'response', 'be', 'insulting', 'jetblue']"
0,4,0,@USAirways we're all standing here and no one is saying anything. I'll most likely be missing my flight to BWI AGAIN. http://t.co/JhaU4K48yv,2015-02-18 06:25:37 -0800,"['-PRON-', 'be', 'all', 'stand', 'here', 'and', 'no', 'one', 'be', 'say', 'anything', '-PRON-', 'will', 'most', 'likely', 'be', 'miss', '-PRON-', 'flight', 'to', 'BWI', 'again']"
0,3,0,@JetBlue the departure time keeps getting Late Flightr.  I'll be lucky if I'm home by 3am,2015-02-19 18:48:19 -0800,"['the', 'departure', 'time', 'keep', 'get', 'Late', 'Flightr', '-PRON-', 'will', 'be', 'lucky', 'if', '-PRON-', 'be', 'home', 'by', '3', 'a.m.']"
0,1,1,"@united unsmiling rep. told us hotel shuttle comes ""like every 15 minutes."" Breezy 30 min. Late Flightr we're taking a cab. You going to reimburse?",2015-02-20 17:49:53 -0800,"['unsmiling', 'rep', 'tell', '-PRON-', 'hotel', 'shuttle', 'come', 'like', 'every', '15', 'minute', 'Breezy', '30', 'min', 'late', 'Flightr', '-PRON-', 'be', 'take', 'a', 'cab', '-PRON-', 'go', 'to', 'reimburse']"
0,5,0,"@AmericanAir two hours Late Flightr and still waiting for a callback. Need to reschedule flight 1027, hopefully to the Late Flightr one tomo not Cancelled Flighted",2015-02-22 14:04:06 -0800,"['two', 'hour', 'Late', 'Flightr', 'and', 'still', 'wait', 'for', 'a', 'callback', 'need', 'to', 'reschedule', 'flight', '1027', 'hopefully', 'to', 'the', 'Late', 'Flightr', 'one', 'tomo', 'not', 'cancel', 'Flighted']"
0,4,0,@USAirways nothing like back to back delayed flights let hope this one isn't 12 hours like the last time.,2015-02-22 15:36:31 -0800,"['nothing', 'like', 'back', 'to', 'back', 'delay', 'flight', 'let', 'hope', 'this', 'one', 'be', 'not', '12', 'hour', 'like', 'the', 'last', 'time']"
0,5,0,"@AmericanAir continues to win: I've never missed a flight before, but a nice little quiet gate change made it possible. Sheesh.",2015-02-24 10:02:11 -0800,"['continue', 'to', 'win', '-PRON-', 'have', 'never', 'miss', 'a', 'flight', 'before', 'but', 'a', 'nice', 'little', 'quiet', 'gate', 'change', 'make', '-PRON-', 'possible', 'sheesh']"
0,4,0,@USAirways worst customer service. Still not providing me an answer even after I drove back to CLT airport. been rude &amp; unacceptable #fail,2015-02-18 19:57:37 -0800,"['bad', 'customer', 'service', 'still', 'not', 'provide', '-PRON-', 'an', 'answer', 'even', 'after', '-PRON-', 'drive', 'back', 'to', 'CLT', 'airport', 'be', 'rude', 'amp', 'unacceptable', 'fail']"
0,1,0,@united the long wait was the icing on the cake. Why don't you fix your reservation system so the confirm # doesn't get changed mid-travel,2015-02-22 07:11:12 -0800,"['the', 'long', 'wait', 'be', 'the', 'icing', 'on', 'the', 'cake', 'why', 'do', 'not', '-PRON-', 'fix', '-PRON-', 'reservation', 'system', 'so', 'the', 'confirm', 'do', 'not', 'get', 'change', 'mid', 'travel']"
0,3,0,@JetBlue Is there something going on with your alerts? Flight's been delayed several times for my parents and i'm not receiving any alerts.,2015-02-17 11:40:57 -0800,"['be', 'there', 'something', 'go', 'on', 'with', '-PRON-', 'alert', 'Flight', ""'s"", 'be', 'delay', 'several', 'time', 'for', '-PRON-', 'parent', 'and', '-PRON-', 'be', 'not', 'receive', 'any', 'alert']"
0,2,0,@SouthwestAir Just landed in PHL. Row 9 window cover on N366SW could use some LUV. http://t.co/WQZZtIemX0,2015-02-23 09:41:29 -0800,"['just', 'land', 'in', 'PHL', 'row', '9', 'window', 'cover', 'on', 'N366SW', 'could', 'use', 'some', 'luv']"
0,1,1,"@united assistance with what, the attitude of your staff no matter which airport we are at?",2015-02-20 19:21:00 -0800,"['assistance', 'with', 'what', 'the', 'attitude', 'of', '-PRON-', 'staff', 'no', 'matter', 'which', 'airport', '-PRON-', 'be', 'at']"
0,4,0,@USAirways there is no extreme weather in Miami. Pick up the phone. Hire more people.,2015-02-22 09:39:12 -0800,"['there', 'be', 'no', 'extreme', 'weather', 'in', 'Miami', 'pick', 'up', 'the', 'phone', 'hire', 'more', 'people']"
0,1,0,"@united 1hr delay at the start, huge queues at security, no representative to meet us, rude staff at baggage reclaim  #inefficient",2015-02-20 00:47:16 -0800,"['1hr', 'delay', 'at', 'the', 'start', 'huge', 'queue', 'at', 'security', 'no', 'representative', 'to', 'meet', '-PRON-', 'rude', 'staff', 'at', 'baggage', 'reclaim', 'inefficient']"
0,4,0,@USAirways 1 person to check in 50 people and the plane boards in 20 minutes and he is telling people @AmericanAir exec bene's not honored,2015-02-19 10:53:37 -0800,"['1', 'person', 'to', 'check', 'in', '50', 'people', 'and', 'the', 'plane', 'board', 'in', '20', 'minute', 'and', '-PRON-', 'be', 'tell', 'people', 'exec', 'bene', 'be', 'not', 'honor']"
0,1,0,"@united there was 20 min to departure, no one waiting. On being pressed ground staffer threatened ""do you want to get to SF today"" #fail",2015-02-18 13:26:39 -0800,"['there', 'be', '20', 'min', 'to', 'departure', 'no', 'one', 'wait', 'on', 'be', 'press', 'ground', 'staffer', 'threaten', 'do', '-PRON-', 'want', 'to', 'get', 'to', 'SF', 'today', 'fail']"
